#SAMPLE,R1 RAW READS,R2 RAW READS,TRIM INPUT READS,TRIM SURVIVING READS,TRIM SURVIVING READS %,INPUT READS,MAPPED READS (MQ10),MAPPED %,CHIMERIC %,MAPPED READS,DEDUPLICATED READS,DUPLICATES %,ON-TARGET,ON-TARGET 100BP PAD,ON-TARGET 500BP PAD,MEAN COVERAGE,MEDIAN COVERAGE,%_bases_above_10,%_bases_above_50,%_bases_above_100,%_bases_above_500
SRR5497208,120487282,120487282,120487282,114736365,95.20%,229472730,223301386,97.30%,0.15%,223301386,207160388,7.22%,60.30%,77.20%,82.90%,67.66,16,52.1,42.1,27.9,0.2
SRR5497213,115904795,115904795,115904795,111988454,96.60%,223976908,217911671,97.20%,0.16%,217911671,202144271,7.23%,60.50%,77.40%,82.90%,66.57,16,51.9,41.8,27.3,0.2
SRR5497218,109829831,109829831,109829831,106007502,96.50%,212015004,206078434,97.10%,0.13%,206078434,191085040,7.27%,60.40%,77.40%,83.10%,62.88,15,51.7,41.5,26,0.1
SRR5497223,108283685,108283685,108283685,104612292,96.60%,209224584,203515074,97.20%,0.13%,203515074,189562618,6.85%,60.50%,77.40%,82.90%,62.37,15,51.6,40.8,25.5,0.2
SRR5497227,111873404,111873404,111873404,106704556,95.30%,213409112,207334642,97.10%,0.14%,207334642,194862278,6.01%,59.20%,75.60%,81.10%,62.42,15,51.6,40.6,25.2,0.2
SRR5497232,111559105,111559105,111559105,107781994,96.60%,215563988,209657730,97.20%,0.17%,209657730,192658315,8.10%,61.60%,78.30%,83.40%,64.52,14,51.3,40.8,26,0.2
SRR5497236,115019578,115019578,115019578,109894029,95.50%,219788058,213974942,97.30%,0.12%,213974942,199826114,6.61%,60.60%,77.50%,83.10%,65.61,15,51.8,41.6,27,0.2
SRR5497241,128903514,128903514,128903514,122948153,95.30%,245896306,239295657,97.30%,0.15%,239295657,221808245,7.30%,60.20%,77.20%,82.80%,72.36,17,52.3,42.9,29.8,0.4
SRR5497245,130750404,130750404,130750404,124430609,95.10%,248861218,241921167,97.20%,0.16%,241921167,222829253,7.89%,59.90%,76.90%,82.70%,72.34,18,52.4,43.1,30,0.3
SRR5497250,92449411,92449411,92449411,89084613,96.30%,178169226,172912929,97.00%,0.53%,172912929,155828692,9.88%,58.90%,75.00%,80.50%,50.12,12,50.7,36.8,19.4,0
SRR5497255,96709869,96709869,96709869,93169895,96.30%,186339790,180805469,97.00%,0.57%,180805469,160152327,11.40%,59.90%,76.30%,81.70%,52.42,13,50.9,37.5,20.5,0.1
SRR5497260,117828801,117828801,117828801,114924577,97.50%,229849154,223107043,97.00%,0.52%,223107043,190477591,14.60%,60.10%,76.40%,81.60%,62.51,14,51.5,40.6,25.1,0.2
SRR5497265,153288890,153288890,153288890,149494091,97.50%,298988182,290146654,97.00%,0.62%,290146654,253901909,12.40%,59.30%,75.60%,81.10%,82.25,19,53.1,43.9,32.4,0.9
SRR5497270,134403140,134403140,134403140,131119284,97.50%,262238568,254845149,97.10%,0.63%,254845149,224651751,11.80%,59.20%,75.60%,81.10%,72.75,17,52.4,43,29.5,0.4
SRR5497275,103500805,103500805,103500805,99760172,96.30%,199520344,193780965,97.10%,0.54%,193780965,170418961,12.00%,60.70%,77.00%,82.20%,56.43,12,50.9,38.6,22.3,0.1
SRR5497280,130142578,130142578,130142578,126901930,97.50%,253803860,246267045,97.00%,0.51%,246267045,218455490,11.20%,59.40%,75.50%,80.80%,70.84,16,52.3,42.3,28.5,0.4
SRR5497284,105739391,105739391,105739391,103147032,97.50%,206294064,200125109,97.00%,0.46%,200125109,177194928,11.40%,59.70%,75.70%,80.80%,57.62,13,51,39.1,22.8,0.1
SRR5497289,134748264,134748264,134748264,131500087,97.50%,263000174,255228580,97.00%,0.50%,255228580,223676720,12.30%,60.10%,76.10%,81.20%,73.24,16,52.1,42.4,29.1,0.5
SRR5497293,143761766,143761766,143761766,140089710,97.40%,280179420,272136434,97.10%,0.50%,272136434,233619263,14.10%,59.30%,75.50%,81.10%,75.6,18,52.8,43.2,30.5,0.5
SRR5497298,115528078,115528078,115528078,112563608,97.40%,225127216,218682210,97.10%,0.39%,218682210,187527825,14.20%,59.00%,75.10%,80.40%,60.42,14,51.6,38.9,24.2,0.2
SRR5497302,130658251,130658251,130658251,126196773,96.50%,252393546,245711077,97.30%,0.41%,245711077,214371863,12.70%,61.70%,78.40%,83.30%,72.17,15,51.7,42.2,29.5,0.4
SRR5497306,143730742,143730742,143730742,138827288,96.50%,277654576,270066512,97.20%,0.40%,270066512,239896456,11.10%,60.70%,77.10%,82.20%,79.39,17,52.3,43.3,31.8,0.6
SRR5497310,121217371,121217371,121217371,117001436,96.50%,234002872,227556614,97.20%,0.42%,227556614,205656616,9.62%,61.20%,77.70%,82.70%,68.57,14,51.5,41.6,28,0.3
SRR5497314,106897317,106897317,106897317,103287681,96.60%,206575362,200840142,97.20%,0.42%,200840142,181469990,9.64%,61.70%,78.40%,83.30%,60.97,13,50.9,40.3,24.8,0.2
SRR5497320,120904609,120904609,120904609,116835240,96.60%,233670480,226869558,97.00%,0.47%,226869558,203726712,10.20%,61.00%,77.40%,82.30%,67.72,14,51.4,41.3,27.4,0.3
SRR5497325,108397165,108397165,108397165,104677836,96.50%,209355672,203471646,97.10%,0.39%,203471646,184393580,9.37%,61.20%,77.60%,82.40%,61.45,13,50.9,40.2,25,0.1
SRR5497330,107830477,107830477,107830477,104043258,96.40%,208086516,202144124,97.10%,0.38%,202144124,182173653,9.87%,61.00%,77.50%,82.40%,60.61,13,50.9,40.2,24.8,0.1
SRR5497335,121351521,121351521,121351521,117303895,96.60%,234607790,227816197,97.10%,0.37%,227816197,203996379,10.40%,60.20%,76.30%,81.20%,66.76,14,51.4,41,27,0.3
SRR5497344,112392833,112392833,112392833,109545787,97.40%,219091574,212576040,97.00%,0.47%,212576040,190724271,10.20%,60.60%,76.80%,81.80%,63.41,14,51.3,40,25.2,0.3
SRR5497348,17474968,17474968,17474968,16764116,95.90%,33528232,32686041,97.40%,0.66%,32686041,25527443,21.90%,63.30%,81.10%,87.30%,8.87,3,35.5,1.3,0,0
SRR5497350,101702384,101702384,101702384,96692907,95.00%,193385814,184559316,95.40%,11.90%,184559316,114567552,37.90%,34.60%,45.40%,53.10%,22.01,10,49.8,15.8,0.4,0
SRR5497351,80022108,80022108,80022108,75685337,94.50%,151370674,142574733,94.10%,21.50%,142574733,79463156,44.20%,27.90%,36.80%,44.00%,12.29,7,44.5,1,0,0
SRR5497352,32473411,32473411,32473411,26423906,81.30%,52847812,51465059,97.30%,2.95%,51465059,44762567,13.00%,65.30%,84.10%,90.70%,15.88,4,43.2,8.3,1.1,0
SRR5497353,74030352,74030352,74030352,70385982,95.00%,140771964,133744230,95.00%,19.90%,133744230,119039046,10.90%,47.40%,61.30%,67.90%,31.27,9,49,25.8,7.7,0
SRR6030205,127209009,127209009,127209009,123493392,97.00%,246986784,240173925,97.20%,0.39%,240173925,211697620,11.80%,61.50%,78.00%,82.80%,71.06,14,51.5,42,29.1,0.4
SRR6030226,111493045,111493045,111493045,108155003,97.00%,216310006,210094309,97.10%,0.48%,210094309,191122369,9.03%,59.90%,76.20%,81.30%,62.58,14,51.3,40.5,25.5,0.2
SRR8625438,92185869,92185869,92185869,87096650,94.40%,174193300,169560818,97.30%,0.41%,169560818,157876907,6.89%,61.10%,78.00%,83.60%,56.54,13,51,39.5,23,0.1
SRR8625512,100523325,100523325,100523325,95625062,95.10%,191250124,186048852,97.20%,0.39%,186048852,172132704,7.47%,61.60%,78.20%,83.50%,61.83,13,51.2,40.5,25.2,0.2
